Company,Email,Phone,Address,City,State,SubNiche,Urgency,Score,Website,Metro,Created
ALCON DTS - Managed IT Services,sales@alcondts.com,(512) 892-6900,"5900 Balcones Dr Unit 240, Austin, TX 78731, USA",Austin,TX,Managed IT,8,85,https://alcondts.com/,Austin,2026-06-15
US Cash Advance,service@env-uscashadvance-compliance.kinsta.cloud,(346) 658-1597,"801 Capitol St #300, Houston, TX 77002, USA",Houston,TX,Merchant Services,8,85,https://cash-advance.us/locations/texas/houston/801-capitol-st/?utm_source=google&utm_medium=gmb&utm_campaign=0038050,Houston,2026-06-15
Loan For Any Purpose,support@loanforanypurpose.com,(281) 238-5670,"2106 Dallas St Ste 301, Houston, TX 77003, USA",Houston,TX,Merchant Services,8,85,https://loanforanypurpose.com/locations/texas/houston/2106-dallas-st/?utm_source=google&utm_medium=gmb&utm_campaign=0033211,Houston,2026-06-15
ZT Payments,test@mail.com,(855) 754-8371,"1535 W Loop S #450, Houston, TX 77027, USA",Houston,TX,Merchant Services,8,80,https://www.ztpayments.com/,Houston,2026-06-15
AcePay,contact@getacepay.com,(877) 680-4223,"10701 Corporate Dr Ste # 150 Suite 138, Stafford, TX 77477, USA",Houston,TX,Merchant Services,8,85,https://www.getacepay.com/,Houston,2026-06-15
iTecs,sales-inquiry@itecsonline.com,(737) 400-4505,"1500 W 38th St #46, Austin, TX 78731, USA",Austin,TX,Managed IT,8,80,https://itecsonline.com/,Austin,2026-06-15
Preactive IT Solutions,info@preactiveit.com,(512) 812-7227,"2505 E 6th St Ste C, Austin, TX 78702, USA",Austin,TX,Managed IT,8,85,https://www.preactiveit.com/austin-it-service/,Austin,2026-06-15
Ant Financial Tech,antsfintech@gmail.com,(832) 268-7777,"13480 Veterans Memorial Dr Ste C -1, Houston, TX 77014, USA",Houston,TX,Merchant Services,8,80,https://antsfintech.com/,Houston,2026-06-15
Complete IT,service@completeit.com,(512) 674-4134,"2520 S I-35 Frontage Rd Ste 204, Austin, TX 78704, USA",Austin,TX,Managed IT,8,80,https://www.completeit.com/,Austin,2026-06-15
"Phonetic Consulting Services, Inc.",hr@phoneticconsulting.com,(512) 489-6014,"13809 Research Blvd Ste 500, Austin, TX 78750, USA",Austin,TX,Managed IT,8,80,https://phoneticconsulting.com/,Austin,2026-06-15
Thinktiv,siemens-blk@2x.png,(512) 745-8100,"1011 San Jacinto Blvd #202, Austin, TX 78701, USA",Austin,TX,Managed IT,8,80,http://www.thinktiv.com/,Austin,2026-06-15
Idea Labs Consulting,info@idealabsconsulting.com,(512) 775-6097,"5900 Balcones Dr Suit 100, Austin, TX 78731, USA",Austin,TX,Managed IT,8,85,http://www.idealabsconsulting.com/,Austin,2026-06-15
Cooper Consulting,cooper@cooperconsulting.com,(512) 527-1000,"1705 Crossing Pl #101A, Austin, TX 78741, USA",Austin,TX,Managed IT,8,80,http://cooperconsulting.com/,Austin,2026-06-15
Primotech - AI Development & Consulting Company,contact@primotech.com,(657) 337-7466,"602 Kinney Ave, Austin, TX 78704, USA",Austin,TX,Managed IT,8,80,https://www.primotech.com/,Austin,2026-06-15
Endless POS,rtazani@gmail.com,(832) 509-3585,"Williams Tower, 2800 Post Oak Blvd Ste 4100, Houston, TX 77056, USA",Houston,TX,Merchant Services,8,75,http://www.endlesspos.com/,Houston,2026-06-15
BlueRadius Cyber,info@blueradius.io,(800) 930-0989,"401 Congress Ave., Austin, TX 78701, USA",Austin,TX,Managed IT,8,85,https://blueradius.io/locations/cybersecurity-services-in-austin-tx/,Austin,2026-06-15
Houston Pos,info@myposhouston.com,(832) 717-1502,"3033 Chimney Rock Rd Ste 509, Houston, TX 77056, USA",Houston,TX,Merchant Services,8,80,http://houstonpos.com/,Houston,2026-06-15
Framework Security,contact@frameworksecurity.com,(800) 947-2937,"901 S MoPac Expy Bldg 1, Suite 300-#7874, Austin, TX 78746, USA",Austin,TX,Managed IT,8,80,https://frameworksec.com/,Austin,2026-06-15
SpyCloud,john@spycloud.com,(800) 513-2502,"2130 S Congress Ave, Austin, TX 78704, USA",Austin,TX,Managed IT,8,85,https://spycloud.com/,Austin,2026-06-15
Integrate Cyber,chris@fusioo.design,(512) 400-5242,"108 Wild Basin Rd S Suite 250, Austin, TX 78746, USA",Austin,TX,Managed IT,8,85,https://integratecyber.com/,Austin,2026-06-15
The Critical Update Inc,support@tcuinc.net,(512) 336-2970,"1144 Airport Blvd Ste. 260, Austin, TX 78702, USA",Austin,TX,Managed IT,8,85,https://www.thecriticalupdate.com/,Austin,2026-06-15
MK POS,info@mkpos.com,(281) 825-3008,"6315B FM 1488, Magnolia, TX 77354, USA",Houston,TX,Merchant Services,8,85,https://www.mkpos.com/,Houston,2026-06-15
ASI Security Partners,sales@asi-securitypartners.com,(855) 603-8116,"106 E 6th St, Austin, TX 78701, USA",Austin,TX,Managed IT,8,80,https://asi-securitypartners.com/,Austin,2026-06-15
NPOS Solutions,nationalpospaper@gmail.com,(713) 885-5543,"13831 Northwest Fwy #110, Houston, TX 77040, USA",Houston,TX,Merchant Services,8,80,http://npos-solutions.com/,Houston,2026-06-15
Crux Cloud Consulting,info@cruxcloudconsulting.com,(713) 715-9065,"1401 Lavaca St #186, Austin, TX 78701, USA",Austin,TX,Managed IT,8,80,http://www.cruxcloudconsulting.com/,Austin,2026-06-15
Merchant Broker Services,natalie@merchantbrokerservices.com,(512) 957-9279,"2110 Ranch Rd 620 S, Austin, TX 78734, USA",Austin,TX,Merchant Services,8,85,https://merchantbrokerservices.com/,Austin,2026-06-15
Titanium Payments,info@titaniumpayments.com,(877) 972-0700,"111 Congress Ave. Ste 400, Austin, TX 78701, USA",Austin,TX,Merchant Services,8,85,http://www.titaniumpayments.com/,Austin,2026-06-15
Comprehensive Care Connect Staffing,contact@cccmedstaffing.com,(855) 749-3255,"10228 E NW Hwy, Dallas, TX 75238, USA",Dallas,TX,HR & Staffing,8,80,http://cccmedstaffing.com/,Dallas-Fort Worth,2026-06-15
Dolce Vita It Solutions,marketing@dvits.net,(405) 822-7912,"3030 Northwest Expy Ste 300, Oklahoma City, OK 73112, USA",Oklahoma City,OK,Managed IT,8,85,https://www.dvits.net/,Oklahoma City,2026-06-15
Empower IT Services,info@empoweritok.com,(405) 810-6060,"2801 Coltrane Pl #3, Edmond, OK 73034, USA",Oklahoma City,OK,Managed IT,8,85,https://www.empoweritok.com/,Oklahoma City,2026-06-15
Degarmo Technologies,info@degarmo.tech,(405) 266-5311,"1624 Greenbriar Pl #400, Oklahoma City, OK 73159, USA",Oklahoma City,OK,Managed IT,8,85,https://degarmo.tech/,Oklahoma City,2026-06-15
"Summit IT Solutions, LLC",customercare@summitsecureit.com,(405) 509-6594,"500 Enterprise Dr, Edmond, OK 73013, USA",Oklahoma City,OK,Managed IT,8,85,https://summitsecureit.com/,Oklahoma City,2026-06-15
"Summit Technology Group, LLC",contactus@stgok.com,(405) 601-9879,"9429 W Reno Ave, Oklahoma City, OK 73127, USA",Oklahoma City,OK,Managed IT,8,80,http://www.stgok.com/,Oklahoma City,2026-06-15
Xcel Office Solutions - Managed IT Oklahoma,info@xceloffice.com,(405) 748-4222,"3121 Lakeside Dr, Oklahoma City, OK 73179, USA",Oklahoma City,OK,Managed IT,8,85,http://www.xceloffice.com/,Oklahoma City,2026-06-15
"1st Commercial Credit, LLC",raul@1stcommercialcredit.com,(512) 215-4759,"6500 River Pl Blvd Bldg 7, Suite 250, Austin, TX 78730, USA",Austin,TX,Merchant Services,8,85,https://www.1stcommercialcredit.com/,Austin,2026-06-15
Deep Fork Technology,support@deepforktechnology.com,(405) 421-0644,"4232 NW 23rd St, Oklahoma City, OK 73107, USA",Oklahoma City,OK,Managed IT,8,85,https://deepforktechnology.com/,Oklahoma City,2026-06-15
ITSOFT LLC,info@technofy.com,(425) 830-4000,"6015 NW 120th Ct #6, Oklahoma City, OK 73162, USA",Oklahoma City,OK,Managed IT,8,80,https://itsoft.com/,Oklahoma City,2026-06-15
BirdDog Software Corporation,johndoe@gmail.com,(405) 794-5950,"8277 S Walker Ave, Oklahoma City, OK 73139, USA",Oklahoma City,OK,Managed IT,8,85,http://www.birddogsw.com/,Oklahoma City,2026-06-15
Stephanie Fredrickson - Gateway Mortgage,stephanie.fredrickson@gatewayloan.com,(512) 717-0314,"211 E 7th St #635, Austin, TX 78701, USA",Austin,TX,Merchant Services,8,80,https://www.gatewayfirst.com/locations-atms/stephanie-fredrickson?utm_source=google&utm_medium=yext&utm_campaign=yext_referral,Austin,2026-06-15
John Roach - Gateway Mortgage,john.roach@gatewayloan.com,(512) 717-0325,"211 E 7th St #635, Austin, TX 78701, USA",Austin,TX,Merchant Services,8,85,https://www.gatewayfirst.com/locations-atms/john-roach?utm_source=google&utm_medium=yext&utm_campaign=yext_referral,Austin,2026-06-15
Stonebridge Consulting,info@sbconsulting.com,(713) 220-8000,"101 Park Ave Suite 1050, Oklahoma City, OK 73102, USA",Oklahoma City,OK,Managed IT,8,80,http://www.sbconsulting.com/,Oklahoma City,2026-06-15
Vudu Consulting,contact@vuduconsulting.com,(405) 600-7066,"211 N Robinson Ave #840N, Oklahoma City, OK 73102, USA",Oklahoma City,OK,Managed IT,8,80,http://vuduconsulting.com/,Oklahoma City,2026-06-15
Rattan Consulting,favicon-apple-iphone@2x-8.png,(405) 810-8005,"4334 Northwest Expy #259, Oklahoma City, OK 73116, USA",Oklahoma City,OK,Managed IT,8,85,http://rattanconsulting.com/,Oklahoma City,2026-06-15
Anautics Inc,info@anautics.com,(405) 594-3965,"17 NW 6th St, Oklahoma City, OK 73102, USA",Oklahoma City,OK,Managed IT,8,80,https://www.anautics.com/,Oklahoma City,2026-06-15
Alias Cybersecurity & Digital Forensics,agent@aliascybersecurity.com,(405) 261-9517,"4308 Grant Blvd, Yukon, OK 73099, USA",Oklahoma City,OK,Managed IT,8,85,http://www.aliascybersecurity.com/,Oklahoma City,2026-06-15
We The People Consulting,asset-2@4x-100x100.png,(405) 443-3161,"228 SW 25th St, Oklahoma City, OK 73109, USA",Oklahoma City,OK,Managed IT,8,80,http://www.wethepeople-consulting.com/,Oklahoma City,2026-06-15
Tier One IT Services,contact@tierone.digital,(405) 896-9244,"2776 Washington Dr #100, Norman, OK 73069, USA",Oklahoma City,OK,Managed IT,8,80,https://tierone.digital/,Oklahoma City,2026-06-15
Oklahoma Office of Homeland Security,info@okohs.ok.gov,(405) 425-7296,"3600 N Martin Luther King Ave Bldg 10, Oklahoma City, OK 73111, USA",Oklahoma City,OK,Managed IT,8,80,http://www.ok.gov/homelandsecurity,Oklahoma City,2026-06-15
Corporate Technologies | Oklahoma Managed IT Services Company,info@gocorptech.com,(918) 347-1847,"3303 S Harvard Ave Ste D, Tulsa, OK 74135, USA",Tulsa,OK,Managed IT,8,85,https://gocorptech.com/managed-it-services-in-tulsa-ok/,Tulsa,2026-06-15
Simple Technology Solutions - Managed IT Services,info@simpletulsa.com,(918) 973-1099,"1111 N 161st E Ave, Tulsa, OK 74116, USA",Tulsa,OK,Managed IT,8,85,https://simpletulsa.com/,Tulsa,2026-06-15
Merchant Services of Oklahoma,micah@micahrich.com,(918) 852-4181,"1408 S Denver Ave., Tulsa, OK 74119, USA",Oklahoma City,OK,Merchant Services,8,80,https://merchantservicesofoklahoma.com/,Oklahoma City,2026-06-15
Accountable Healthcare Staffing,hr@accountablehealthcare.com,(888) 853-0979,"3301 Airport Fwy Ste 340, Bedford, TX 76021, USA",Dallas,TX,HR & Staffing,8,80,http://www.ahcstaff.com/,Dallas-Fort Worth,2026-06-15
Abney Global,ruby.longfield@secureittulsa.com,(918) 200-9605,"624 S Denver Ave. #300A, Tulsa, OK 74119, USA",Tulsa,OK,Managed IT,8,80,https://secureittulsa.com/,Tulsa,2026-06-15
Rise Concepts,info@riseconcepts.com,(405) 921-9075,"4312 N Classen Blvd, Oklahoma City, OK 73118, USA",Oklahoma City,OK,Merchant Services,8,80,http://riseconcepts.com/,Oklahoma City,2026-06-15
Managed Outsource Solutions,info@managedoutsource.com,(800) 670-2809,"8596 E 101st St S H, Tulsa, OK 74133, USA",Tulsa,OK,Managed IT,8,85,http://www.managedoutsource.com/,Tulsa,2026-06-15
SEQTEK,templates@wavesdesign.io,(918) 493-7200,"12 N Cheyenne Ave Ste 324, Tulsa, OK 74103, USA",Tulsa,OK,Managed IT,8,85,http://seqtek.com/,Tulsa,2026-06-15
Oklahoma Department of Consumer Credit,okstate@okdocc.ok.gov,(405) 521-3653,"629 NE 28th St, Oklahoma City, OK 73105, USA",Oklahoma City,OK,Merchant Services,8,80,https://www.ok.gov/okdocc/About_Us/Contact_us/index.html,Oklahoma City,2026-06-15
Sooner Payments,%20info@soonerpayments.com,(405) 393-8685,"12220 N MacArthur Blvd, Oklahoma City, OK 73162, USA",Oklahoma City,OK,Merchant Services,8,80,http://soonerpayments.com/,Oklahoma City,2026-06-15
Velocigo,support@velocigo.com,(918) 921-7500,"1419 E 41st Pl Ste 100, Tulsa, OK 74105, USA",Tulsa,OK,Managed IT,8,80,https://velocigo.com/,Tulsa,2026-06-15
Misok,helpdesk@misok.com,(918) 234-9991,"5930 E 31st St, Tulsa, OK 74135, USA",Tulsa,OK,Managed IT,8,85,http://www.misok.com/,Tulsa,2026-06-15
Momentum3,info@momentum3.biz,(918) 863-8770,"5314 S Yale Ave Ste 420, Tulsa, OK 74135, USA",Tulsa,OK,Managed IT,8,85,https://momentum3.biz/,Tulsa,2026-06-15
Matrixforce,matrixforce@matrixforce.com,(918) 622-1167,"9810 E 42nd St #209, Tulsa, OK 74146, USA",Tulsa,OK,Managed IT,8,85,https://www.matrixforce.com/,Tulsa,2026-06-15
Clear Winds Technologies Inc,sales@clearwinds.net,(918) 340-6555,"5401 S Harvard Ave, Tulsa, OK 74135, USA",Tulsa,OK,Managed IT,8,85,https://www.clearwinds.net/oklahoma-it-company/,Tulsa,2026-06-15
CS3 Technology,gcrouch@cs3technology.com,(918) 496-1600,"5272 S Lewis Ave Suite 100, Tulsa, OK 74105, USA",Tulsa,OK,Managed IT,8,80,https://www.cs3technology.com/,Tulsa,2026-06-15
CamTech MSP,support@camtechmsp.com,(918) 212-8868,"2416 W Detroit St, Broken Arrow, OK 74012, USA",Tulsa,OK,Managed IT,8,85,http://www.camtechmsp.com/,Tulsa,2026-06-15
The 20 MSP,inbound@the20.com,(918) 770-8738,"1800 S Elm Pl, Broken Arrow, OK 74012, USA",Tulsa,OK,Managed IT,8,85,https://www.the20msp.com/,Tulsa,2026-06-15
Peak UpTime,help@peakuptime.com,(800) 797-8388,"1516 S Boston Ave Ste 211, Tulsa, OK 74119, USA",Tulsa,OK,Managed IT,8,80,http://www.peakuptime.com/,Tulsa,2026-06-15
Swipe OK,info@swipeok.com,(405) 289-6552,"3750 W Main St, Norman, OK 73072, USA",Oklahoma City,OK,Merchant Services,8,80,https://swipeok.com/,Oklahoma City,2026-06-15
21 Solutions,build@21solutions.io,(918) 370-0362,"12 N Cheyenne Ave #319, Tulsa, OK 74103, USA",Tulsa,OK,Managed IT,8,80,https://21solutions.io/,Tulsa,2026-06-15
The Persimmon Group,info@thepersimmongroup.com,(918) 592-4121,"11 E 5th St, Tulsa, OK 74103, USA",Tulsa,OK,Managed IT,8,85,http://www.thepersimmongroup.com/,Tulsa,2026-06-15
Ace Consulting Digital Marketing,adam@aceconsult.co,(918) 212-0098,"12 N Cheyenne Ave Office 135, Tulsa, OK 74103, USA",Tulsa,OK,Managed IT,8,85,https://aceconsult.co/ace-consulting-tulsa/#,Tulsa,2026-06-15
"City of Oklahoma City, Finance and Information Technology",action.center@okc.gov,(405) 297-2303,"100 N Walker Ave Ste 600, Oklahoma City, OK 73102, USA",Oklahoma City,OK,Merchant Services,8,80,http://www.okc.gov/,Oklahoma City,2026-06-15
OK Smartpay,amanda@oksmartpay.com,(405) 286-2798,"4513 N Classen Blvd, Oklahoma City, OK 73118, USA",Oklahoma City,OK,Merchant Services,8,85,http://www.oksmartpay.com/,Oklahoma City,2026-06-15
NetMicron,micah@micahrich.com,(918) 777-7221,"10404 E 55th Pl Ste X, Tulsa, OK 74146, USA",Tulsa,OK,Managed IT,8,80,https://netmicron.com/,Tulsa,2026-06-15
Gateway Land Services,info@gateway-land.com,(405) 755-8837,"1200 NW 63rd St Ste 301, Oklahoma City, OK 73116, USA",Oklahoma City,OK,Merchant Services,8,80,http://www.gateway-land.com/,Oklahoma City,2026-06-15
Better Business Bureau Serving Central Oklahoma,service@interactiveblue.com,(405) 239-6081,"17 S Dewey Ave, Oklahoma City, OK 73102, USA",Oklahoma City,OK,Merchant Services,8,85,https://www.bbb.org/local-bbb/better-business-bureau-of-central-oklahoma,Oklahoma City,2026-06-15
SHOP Companies,shop@shopcompanies.com,(405) 806-7600,"301 NW 13th St Ste 201, Oklahoma City, OK 73103, USA",Oklahoma City,OK,Merchant Services,8,85,http://www.shopcompanies.com/,Oklahoma City,2026-06-15
Industrial Tenant Group,info@itgcre.com,(405) 500-7070,"101 Park Ave suite 1300, Oklahoma City, OK 73102, USA",Oklahoma City,OK,Merchant Services,8,80,https://www.industrialtenantgroup.com/,Oklahoma City,2026-06-15
Symmetric IT Group | Kansas City | Cybersecurity & Managed IT Services,info@symmetricgroup.com,(816) 587-7878,"111 W 10th St, Kansas City, MO 64105, USA",Kansas City,MO,Managed IT,8,80,https://www.symmetricgroup.com/,Kansas City,2026-06-15
Standley Systems,info@standleys.com,(405) 224-0819,"26 E Main St, Oklahoma City, OK 73104, USA",Oklahoma City,OK,Merchant Services,8,85,https://standleys.com/,Oklahoma City,2026-06-15
Schraad Sales & Marketing,patrick.thompson@schraadinc.com,(405) 528-3327,"10 NW 6th St, Oklahoma City, OK 73102, USA",Oklahoma City,OK,Merchant Services,8,80,http://www.schraadinc.com/,Oklahoma City,2026-06-15
TakeControl IT - Managed IT & Cybersecurity Services in Kansas,info@takecontrolit.com,(913) 660-0697,"5440 W 110th St Ste 300, Overland Park, KS 66211, USA",Kansas City,MO,Managed IT,8,85,https://www.takecontrolit.com/,Kansas City,2026-06-15
A-List Apartment Staffing,alistapartmentstaffing@gmail.com,(972) 707-4400,"11615 Forest Central Dr #321, Dallas, TX 75243, USA",Dallas,TX,HR & Staffing,8,85,http://www.alistapartmentstaffing.com/,Dallas-Fort Worth,2026-06-15
Leasing & Etc. LLC,information@leasingandetc.com,(214) 819-8002,"701 Commerce St #605, Dallas, TX 75202, USA",Dallas,TX,HR & Staffing,8,75,http://www.leasingandetc.com/,Dallas-Fort Worth,2026-06-15
OXEN Tech,hello@oxen.tech,(913) 675-2840,"435 Nichols Rd Second Floor, Suite 275, Kansas City, MO 64112, USA",Kansas City,MO,Managed IT,8,80,https://oxen.tech/managed-it-services-kansas-city/,Kansas City,2026-06-15
Crema,hello@crema.us,+15948395973,"2101 Broadway Blvd #11, Kansas City, MO 64108, USA",Kansas City,MO,Managed IT,8,80,https://www.crema.us/?utm_source=google&utm_medium=organic&utm_campaign=GMB,Kansas City,2026-06-15
Viagio Technologies,inquiries@viagiotech.com,(816) 226-6217,"9237 Ward Pkwy #300, Kansas City, MO 64114, USA",Kansas City,MO,Managed IT,8,85,https://viagiotech.com/?edlink=ypgvb9qo,Kansas City,2026-06-15
Tricension,info@tricension.com,(888) 485-1920,"1251 NW Briarcliff Pkwy Ste 295, Kansas City, MO 64116, USA",Kansas City,MO,Managed IT,8,85,https://www.tricension.com/,Kansas City,2026-06-15
Tenfold Security,sales@tenfoldsecurity.com,(913) 361-0357,"511 Delaware St Ste 50, Kansas City, MO 64105, USA",Kansas City,MO,Managed IT,8,85,https://www.tenfoldsecurity.com/,Kansas City,2026-06-15
Depth Security,info@depthsecurity.com,(816) 299-4123,"2131 Washington St, Kansas City, MO 64108, USA",Kansas City,MO,Managed IT,8,85,https://www.depthsecurity.com/,Kansas City,2026-06-15
Aspis Consulting,info@aspis.us,(816) 533-5509,"1106 E 30th St Ste M, Kansas City, MO 64109, USA",Kansas City,MO,Managed IT,8,80,http://aspis.consulting/,Kansas City,2026-06-15
Cyderes,connect@cyderes.com,(855) 404-8324,"13323 Holmes Rd, Kansas City, MO 64145, USA",Kansas City,MO,Managed IT,8,85,https://www.cyderes.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-kansas-city,Kansas City,2026-06-15
Cash Finance-Tulsa,info@ndiscovered.com,(918) 584-1091,"801 S Detroit Ave # A, Tulsa, OK 74120, USA",Tulsa,OK,Merchant Services,8,75,https://cashfinancetulsa.com/,Tulsa,2026-06-15
LoDo IT,brandon@lodoit.com,(303) 530-5636,"1800 Wazee St Ste 300, Denver, CO 80202, USA",Denver,CO,Managed IT,8,85,https://lodoit.com/,Denver,2026-06-15
Zerolimit Consulting,info@zerolimitconsulting.com,(855) 521-0141,"110 16th St Mall Ste 1400 163, Denver, CO 80202, USA",Denver,CO,Managed IT,8,80,https://zerolimitconsulting.com/,Denver,2026-06-15
Xtb Solutions,info@xtbsolutions.com,(469) 277-2707,"110 16th St Mall 14th floor, Denver, CO 80202, USA",Denver,CO,Managed IT,8,80,https://xtb.solutions/,Denver,2026-06-15
Panorama Consulting Group,info@panorama-consulting.com,(720) 515-1377,"2000 S Colorado Blvd Tower 1, Suite 2000-407, Denver, CO 80222, USA",Denver,CO,Managed IT,8,80,https://www.panorama-consulting.com/,Denver,2026-06-15
Business Network Consulting,helpdesk@bncsystems.com,(303) 782-9090,"450 E 17th Ave Unit 300, Denver, CO 80203, USA",Denver,CO,Managed IT,8,85,https://www.bncsystems.com/,Denver,2026-06-15
Netirio,sales@netirio.com,(303) 284-3566,"1055 Auraria Pkwy #100, Denver, CO 80204, USA",Denver,CO,Managed IT,8,85,https://netirio.com/,Denver,2026-06-15
Envision IT Partners,info@envisionitpartners.com,(303) 370-1111,"2480 W 26th Ave Ste b-250, Denver, CO 80211, USA",Denver,CO,Managed IT,8,80,http://www.envisionitpartners.com/,Denver,2026-06-15
Gateway Mortgage,tina.johnson@gatewayloan.com,(918) 291-4656,"1717 N Peoria Ave Ste 11, Tulsa, OK 74106, USA",Tulsa,OK,Merchant Services,8,80,https://www.gatewayfirst.com/locations-atms/tulsa-community-mortgage-center-ok?utm_source=google&utm_medium=yext&utm_campaign=yext_referral,Tulsa,2026-06-15
BCT Consulting - IT Support Denver,losangelesit12@gmail.com,(720) 452-9200,"5130 E 18th Ave, Denver, CO 80220, USA",Denver,CO,Managed IT,8,85,https://bctconsulting.com/it-support-denver/,Denver,2026-06-15
Trango Tech - Mobile App development Company Denver,abc@example.com,(833) 442-2270,"1999 N Broadway #3600, Denver, CO 80202, USA",Denver,CO,Managed IT,8,80,https://locations.trangotech.com/app-development-denver/,Denver,2026-06-15
Casey Beeman - Gateway First Bank,digitalsupport@gatewayfirst.com,(918) 255-7017,"6120 S Yale Ave Ste 108, Tulsa, OK 74136, USA",Tulsa,OK,Merchant Services,8,80,http://www.gatewayfirst.com/?utm_source=google&utm_medium=yext&utm_campaign=yext_referral,Tulsa,2026-06-15
Gateway First Bank - Tulsa,digitalsupport@gatewayfirst.com,(918) 392-8527,"6120 S Yale Ave, Tulsa, OK 74136, USA",Tulsa,OK,Merchant Services,8,80,https://www.gatewayfirst.com/locations-atms/tulsa-ok?utm_source=google&utm_medium=yext&utm_campaign=yext_referral,Tulsa,2026-06-15
K1C Consulting LLC,info@k1c.us,(303) 900-2832,"621 Kalamath St #67, Denver, CO 80204, USA",Denver,CO,Managed IT,8,80,https://www.k1c.us/,Denver,2026-06-15
Full Velocity Consulting,info@fullvelocity.com,(720) 341-2558,"1900 Wazee St #300, Denver, CO 80202, USA",Denver,CO,Managed IT,8,85,https://www.fullvelocity.com/,Denver,2026-06-15
Simple Shipping Containers,info@simpleshippingcontainers.com,(918) 297-8977,"741 E Archer St, Tulsa, OK 74120, USA",Tulsa,OK,Merchant Services,8,85,https://www.simpleshippingcontainers.com/,Tulsa,2026-06-15
"Ensight Energy Consulting, LLC",info@ensightenergyllc.com,(720) 648-6554,"1245 Champa St, Denver, CO 80204, USA",Denver,CO,Managed IT,8,80,http://ensightenergyllc.com/,Denver,2026-06-15
Anthem Business Solutions,resume@anthembus.com,(918) 294-1777,"1919 N Willow Ave, Broken Arrow, OK 74012, USA",Tulsa,OK,Merchant Services,8,80,http://www.anthembus.com/payment-systems-check,Tulsa,2026-06-15
"Blue Sky Supply, Inc",info@blueskysupply.net,(918) 599-9100,"18 N Maybelle Ave, Tulsa, OK 74127, USA",Tulsa,OK,Merchant Services,8,85,http://www.blueskysupply.net/,Tulsa,2026-06-15
Iron Aegis,secureme@ironaegis.com,(303) 646-8801,"983 E 73rd Ave, Denver, CO 80229, USA",Denver,CO,Managed IT,8,85,https://www.ironaegis.com/,Denver,2026-06-15
Commerce Bank Visa Account Maintenance,commercialdisputes@commercebank.com,(800) 892-7104,"811 Main St, Kansas City, MO 64105, USA",Kansas City,MO,Merchant Services,8,80,https://www.controlpayadvanced.com/Contact.aspx,Kansas City,2026-06-15
Red Canary,info@redcanary.com,(855) 977-0686,"1601 19th St Ste 900, Denver, CO 80202, USA",Denver,CO,Managed IT,8,85,https://www.redcanary.com/,Denver,2026-06-15
Pillar Payments,partners@pillarpayments.com,(262) 339-3803,"8101 College Blvd, Overland Park, KS 66210, USA",Kansas City,MO,Merchant Services,8,80,http://pillarpayments.com/,Kansas City,2026-06-15
Imperial PFS,op_fade_graphic@2x-1.png,(800) 255-6316,"1055 Broadway Blvd 11th Floor, Kansas City, MO 64105, USA",Kansas City,MO,Merchant Services,8,75,https://ipfs.com/,Kansas City,2026-06-15
OneMain Financial,remodifications@onemainfinancial.com,(816) 942-9644,"1154 103rd St, Kansas City, MO 64114, USA",Kansas City,MO,Merchant Services,8,85,https://www.onemainfinancial.com/branches/MO/Kansas-City/64114/3936?utm_source=google&utm_medium=local&utm_campaign=google-local,Kansas City,2026-06-15
CyberGarten,cybergarten@outlook.com,(303) 923-5261,"The, 700 14th St, Denver, CO 80202, USA",Denver,CO,Managed IT,8,80,https://www.cybergarten.com/,Denver,2026-06-15
"Essential IT Services, Inc - Kansas IT Support & Managed Services",icon-google@2x.png,(316) 710-5447,"3333 W Harry St Ste 105, Wichita, KS 67213, USA",Wichita,KS,Managed IT,8,85,http://www.essentialits.com/,Wichita,2026-06-15
"Pileus Technologies | IT Services & Managed IT Support | Wichita, Kansas",sales@pileustech.com,(316) 350-7101,"800 E 1st St N Ste 390, Wichita, KS 67202, USA",Wichita,KS,Managed IT,8,85,http://www.pileustech.com/,Wichita,2026-06-15
Soteria Technology Solutions,help@heysoteria.com,(316) 448-7944,"1815 E Central Ave, Wichita, KS 67214, USA",Wichita,KS,Managed IT,8,85,http://www.heysoteria.com/,Wichita,2026-06-15
Lisala Computer Systems,pc@lisalapc.com,(316) 871-9231,"345 Riverview St Ste 100, Wichita, KS 67203, USA",Wichita,KS,Managed IT,8,85,http://www.lisalapc.com/,Wichita,2026-06-15
"POSIM, LLC",sales@posim.com,(800) 409-7678,"11230 College Blvd, Overland Park, KS 66210, USA",Kansas City,MO,Merchant Services,8,75,http://www.posim.com/,Kansas City,2026-06-15
Summit Advisors IT,chosen-sprite@2x.png,(316) 247-3150,"9415 E Harry St Ste 301, Wichita, KS 67207, USA",Wichita,KS,Managed IT,8,85,https://www.summitadvisorsit.com/,Wichita,2026-06-15
Port KC,info@portkc.flywheelsites.com,(816) 559-3750,"Berkley Pkwy, Kansas City, MO 64120, USA",Kansas City,MO,Merchant Services,8,85,http://www.portkc.com/,Kansas City,2026-06-15
Innovative Cloud Technologies,info@ictkansas.com,(316) 789-6357,"914 W Douglas Ave, Wichita, KS 67203, USA",Wichita,KS,Managed IT,8,85,https://www.ictkansas.com/,Wichita,2026-06-15
